,actual_class,predicted_class,correct_prediction,prediction_probability,confidence,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
11172,poisonous,poisonous,True,0.9487914647486598,high,2.42,x,g,n,f,a,unknown,w,7.62,2.71,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
6464,edible,edible,True,0.0012405468432926964,high,5.05,s,unknown,n,f,d,c,w,5.41,8.11,unknown,s,w,unknown,unknown,f,f,unknown,l,u
16106,edible,edible,True,9.062574980587765e-06,high,6.0,f,h,k,f,s,d,w,5.22,10.17,unknown,s,g,unknown,unknown,f,f,unknown,d,u
6360,edible,edible,True,0.0021266797600286713,high,5.58,s,unknown,n,f,d,c,w,4.82,8.02,unknown,s,w,unknown,unknown,f,f,unknown,h,a
7194,poisonous,poisonous,True,0.9970069783119484,high,2.72,s,s,w,f,d,c,w,2.71,7.03,unknown,unknown,w,unknown,unknown,f,f,unknown,g,u
33980,poisonous,poisonous,True,0.9999454696233512,high,8.32,x,w,p,f,s,c,p,4.57,10.15,unknown,unknown,p,unknown,unknown,f,f,unknown,d,a
25013,edible,edible,True,0.0007452143676382966,high,7.71,x,s,u,f,a,c,w,4.68,15.27,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
52520,edible,edible,True,0.0006456685750142236,high,9.26,x,h,y,f,p,unknown,y,6.69,14.74,unknown,unknown,y,unknown,y,t,unknown,unknown,d,u
34719,poisonous,poisonous,True,0.9997224943523239,high,1.82,b,g,y,f,unknown,c,n,5.03,2.57,unknown,unknown,n,unknown,unknown,f,f,unknown,g,u
55041,edible,edible,True,6.888115838374571e-05,high,3.66,s,unknown,n,f,f,f,f,7.4,8.37,unknown,unknown,o,unknown,unknown,f,f,unknown,d,a
44827,poisonous,poisonous,True,0.971943774584013,high,6.83,p,y,n,f,unknown,unknown,p,15.6,16.81,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
2181,poisonous,poisonous,True,0.9999770870020431,high,6.12,b,t,w,f,e,c,w,11.55,12.01,unknown,y,w,u,w,t,l,unknown,d,u
30216,poisonous,poisonous,True,0.9992480894191967,high,8.15,s,t,p,t,d,c,p,7.57,14.3,unknown,unknown,p,unknown,unknown,t,f,unknown,d,u
52147,edible,edible,True,2.21886771132866e-05,high,6.15,x,unknown,n,t,p,unknown,g,11.41,24.89,unknown,y,w,unknown,unknown,f,f,unknown,d,a
35299,edible,edible,True,0.00044461043051509245,high,4.23,x,unknown,n,f,x,c,w,7.96,8.1,b,unknown,n,unknown,w,t,unknown,unknown,g,a
20841,poisonous,poisonous,True,0.9998129206514288,high,2.54,f,d,p,f,a,unknown,y,4.71,5.26,unknown,t,r,unknown,unknown,f,f,unknown,m,u
60903,poisonous,poisonous,True,0.9983034449201896,high,1.12,x,s,y,f,f,f,f,2.66,4.58,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
42649,edible,edible,True,6.955008138064008e-05,high,5.58,x,i,n,f,e,c,p,4.38,12.34,unknown,unknown,w,unknown,unknown,t,r,unknown,w,u
10077,poisonous,poisonous,True,0.998683934900409,high,0.68,x,g,n,f,a,unknown,p,3.62,0.83,unknown,s,k,unknown,unknown,f,f,unknown,d,w
44257,poisonous,poisonous,True,0.9999634206645436,high,6.45,b,s,g,f,unknown,unknown,g,10.1,13.47,unknown,s,w,unknown,unknown,t,z,unknown,g,w
8499,edible,edible,True,2.9110529069260323e-05,high,6.33,f,s,b,f,x,c,w,6.67,9.84,unknown,s,n,unknown,unknown,f,f,unknown,l,w
46977,poisonous,poisonous,True,0.9993059638026046,high,1.42,x,unknown,n,f,unknown,unknown,n,4.65,2.26,unknown,s,n,unknown,unknown,f,f,k,g,u
56630,poisonous,poisonous,True,0.9999999993230588,high,5.49,o,s,w,f,unknown,c,w,0.0,0.0,f,f,f,unknown,unknown,f,f,n,d,u
44667,poisonous,poisonous,True,0.9982949575887597,high,8.34,b,y,w,f,unknown,unknown,k,13.55,17.55,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
51604,edible,edible,True,0.00010726586870655023,high,17.14,p,d,o,f,p,unknown,w,15.39,32.95,s,y,w,unknown,unknown,f,f,unknown,d,a
35115,edible,edible,True,0.0036950347414459375,high,5.49,x,unknown,w,f,x,c,n,8.37,10.26,b,unknown,n,unknown,w,t,unknown,unknown,d,u
39742,poisonous,poisonous,True,0.9999849137976634,high,5.38,c,i,y,f,unknown,c,r,7.55,9.25,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
3668,poisonous,poisonous,True,0.9909511848253361,high,3.27,f,y,w,f,e,c,w,3.63,3.28,unknown,k,w,unknown,unknown,t,e,unknown,d,a
25053,edible,edible,True,0.0003333659289842062,high,7.46,f,s,k,f,a,c,w,5.15,14.69,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
19013,edible,edible,True,0.005839228249498821,high,3.92,f,s,w,f,d,d,w,3.54,6.6,unknown,unknown,w,unknown,unknown,f,f,unknown,g,w
39102,poisonous,poisonous,True,0.9999068571425569,high,3.14,x,i,e,f,unknown,unknown,e,4.32,5.42,unknown,unknown,e,unknown,unknown,f,f,n,d,a
60433,edible,edible,True,0.0007089224151253747,high,5.06,p,unknown,g,f,f,f,f,5.56,19.91,unknown,unknown,n,unknown,unknown,f,f,unknown,l,s
56755,poisonous,poisonous,True,0.9999999988394992,high,6.1,o,t,w,f,unknown,c,w,0.0,0.0,f,f,f,unknown,unknown,f,f,n,d,a
22333,edible,edible,True,0.014238193111747172,high,8.87,x,t,y,t,x,c,y,7.7,17.4,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
47472,poisonous,poisonous,True,0.9990733606161496,high,3.32,b,unknown,g,f,a,unknown,k,8.44,2.64,unknown,unknown,g,unknown,w,f,f,k,g,u
35662,poisonous,poisonous,True,0.9998388301412447,high,3.71,x,h,o,f,a,c,n,4.97,5.71,unknown,y,o,unknown,unknown,t,z,unknown,d,a
37868,poisonous,poisonous,True,0.9989484460905607,high,0.94,b,t,n,f,unknown,c,k,3.8,2.59,unknown,unknown,n,unknown,unknown,t,f,unknown,m,u
22853,poisonous,poisonous,True,0.9994425061223347,high,7.41,f,t,n,f,x,c,y,6.78,15.94,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
31085,edible,edible,True,0.00024062256637496165,high,8.79,x,s,n,f,e,c,w,6.68,9.8,unknown,i,w,unknown,unknown,f,f,p,d,a
12072,poisonous,poisonous,True,0.9999746828570459,high,3.38,b,w,u,f,a,c,g,5.02,4.79,unknown,s,u,unknown,unknown,f,f,unknown,l,a
33500,poisonous,poisonous,True,0.9994088544096249,high,12.06,x,h,g,f,s,unknown,p,7.5,17.18,unknown,i,n,unknown,unknown,f,f,unknown,d,a
10404,edible,edible,True,1.6940160394082616e-05,high,4.37,f,g,g,f,a,d,g,5.45,3.21,unknown,s,n,unknown,unknown,f,f,unknown,d,w
15395,edible,edible,True,0.0002648411823361229,high,10.17,x,y,y,f,unknown,unknown,w,5.28,21.8,b,unknown,n,unknown,w,t,e,unknown,d,w
11162,poisonous,poisonous,True,0.9976644404728391,high,2.49,x,g,e,f,a,unknown,w,6.56,2.37,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
8846,poisonous,poisonous,True,0.9974838968006684,high,9.04,f,unknown,n,f,x,c,w,10.03,12.03,r,i,w,unknown,unknown,f,f,unknown,d,a
59882,poisonous,poisonous,True,0.9999831238586802,high,2.39,o,unknown,k,f,f,f,f,2.86,14.76,unknown,g,n,unknown,unknown,f,f,unknown,d,u
35102,edible,edible,True,0.00040477538812825486,high,4.09,x,unknown,n,f,x,c,w,7.63,8.15,b,unknown,w,unknown,w,t,unknown,unknown,d,s
38520,poisonous,poisonous,True,0.9998427948156214,high,8.06,x,unknown,g,t,x,unknown,n,8.59,19.63,s,unknown,g,unknown,u,f,f,unknown,d,a
41853,poisonous,poisonous,True,0.9988246118829892,high,1.25,b,h,n,f,a,unknown,n,4.79,1.29,unknown,t,n,unknown,unknown,f,f,unknown,h,s
4106,poisonous,poisonous,True,0.9998402400854882,high,3.63,x,y,n,f,a,unknown,w,5.64,3.44,unknown,y,y,unknown,unknown,t,r,unknown,g,a
57216,poisonous,poisonous,True,0.9992206556094264,high,1.62,x,k,n,f,unknown,unknown,n,4.48,1.7,unknown,unknown,n,unknown,unknown,f,f,unknown,d,w
33844,edible,edible,True,0.0001301217835641981,high,7.28,x,l,w,f,d,unknown,p,3.65,9.07,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
14992,edible,edible,True,0.00011750035305191065,high,11.38,x,s,n,f,d,d,w,7.68,15.18,unknown,i,n,unknown,unknown,t,unknown,w,d,u
48305,poisonous,poisonous,True,0.9999982940783484,high,6.82,x,i,y,f,a,c,n,6.35,6.88,unknown,i,n,unknown,k,t,z,k,d,u
15967,edible,edible,True,9.463258561975317e-05,high,5.05,f,h,g,f,s,d,w,3.98,9.39,unknown,s,g,unknown,unknown,f,f,unknown,d,a
57304,poisonous,poisonous,True,0.9995871469393054,high,1.45,o,k,n,f,unknown,unknown,n,3.12,1.31,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
38081,poisonous,poisonous,True,0.999911285417761,high,0.89,b,t,y,f,unknown,c,k,3.14,2.45,unknown,unknown,n,unknown,unknown,t,f,unknown,m,a
27122,edible,edible,True,0.000815928240631384,high,10.9,s,unknown,w,t,d,c,p,6.19,21.85,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
46687,edible,edible,True,0.0011766166912458719,high,3.08,x,h,n,f,unknown,c,n,6.32,6.34,unknown,s,w,unknown,w,f,f,k,d,u
41552,poisonous,poisonous,True,0.9999992992548999,high,10.73,x,e,o,f,a,unknown,y,11.12,22.1,r,unknown,y,unknown,unknown,t,r,n,d,u
55831,edible,edible,True,0.005222696396859851,high,7.94,o,unknown,n,f,unknown,unknown,w,3.78,22.71,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
38950,poisonous,poisonous,True,0.9999121678499115,high,3.81,x,i,e,f,unknown,unknown,e,3.94,4.96,unknown,unknown,e,unknown,unknown,f,f,n,d,a
42841,edible,edible,True,1.9666163701207064e-05,high,13.33,p,s,n,t,e,unknown,g,8.14,16.12,s,unknown,w,unknown,unknown,t,r,unknown,m,a
53187,edible,edible,True,1.5203039622094791e-05,high,8.5,x,h,n,f,p,d,y,8.44,12.76,unknown,s,n,unknown,unknown,f,f,unknown,d,u
41782,poisonous,poisonous,True,0.9995088217523818,high,1.24,b,h,n,f,a,unknown,n,4.31,1.31,unknown,t,n,unknown,unknown,f,f,unknown,h,u
23514,poisonous,poisonous,True,0.9826661784851389,high,3.74,f,unknown,u,f,a,unknown,w,4.38,7.37,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
56238,poisonous,poisonous,True,0.9999644571859647,high,5.33,o,t,y,f,unknown,c,o,1.41,15.53,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
21202,edible,edible,True,0.00021127286270720437,high,3.7,x,t,n,f,d,unknown,o,6.02,7.56,unknown,t,o,unknown,unknown,f,f,unknown,d,a
14865,edible,edible,True,2.600054990318081e-05,high,13.78,f,s,n,f,d,d,w,9.89,17.3,unknown,i,n,unknown,unknown,t,unknown,w,d,w
43413,poisonous,poisonous,True,0.9984567300012821,high,7.84,x,y,w,t,unknown,unknown,g,8.08,15.17,s,unknown,w,unknown,unknown,t,l,unknown,g,a
57821,poisonous,poisonous,True,0.9999999959634835,high,4.89,o,s,o,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,w
18399,poisonous,poisonous,True,0.9999921312158124,high,5.84,f,y,e,f,s,c,y,6.52,18.0,unknown,y,y,unknown,unknown,f,f,unknown,d,a
48727,edible,edible,True,0.0002295366059626638,high,10.52,x,t,n,t,p,unknown,y,5.89,21.77,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
57526,poisonous,poisonous,True,0.9998697232982366,high,1.23,x,k,n,f,unknown,unknown,n,3.49,1.26,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
51349,edible,edible,True,3.0974738070619086e-05,high,4.72,x,t,n,f,p,unknown,n,5.78,11.58,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
54227,poisonous,poisonous,True,0.9980755324335072,high,5.15,s,d,y,f,d,c,o,3.7,5.99,unknown,unknown,o,unknown,unknown,f,f,unknown,d,u
39499,poisonous,poisonous,True,0.999981098864715,high,7.18,c,k,y,t,x,c,p,7.2,13.63,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
35659,poisonous,poisonous,True,0.9998356283204876,high,3.92,x,h,n,f,a,c,n,4.33,6.27,unknown,y,n,unknown,unknown,t,z,unknown,d,w
26302,edible,edible,True,0.006745860262390361,high,12.4,f,s,y,f,x,unknown,n,8.06,22.05,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
8791,edible,edible,True,3.0154878861979292e-05,high,5.44,f,s,b,f,x,c,w,6.44,10.03,unknown,s,n,unknown,unknown,f,f,unknown,l,w
42975,edible,edible,True,2.1095045182780657e-05,high,10.87,p,s,n,t,e,unknown,n,8.99,16.78,s,unknown,w,unknown,unknown,t,l,unknown,m,a
17105,poisonous,poisonous,True,0.9998245619860731,high,5.97,f,unknown,y,f,s,d,y,5.06,12.95,unknown,i,y,unknown,unknown,f,f,unknown,d,a
2716,edible,edible,True,2.827301012497198e-05,high,6.25,c,t,n,f,e,unknown,w,12.26,12.54,unknown,s,n,u,w,f,f,unknown,d,a
59318,poisonous,poisonous,True,0.999996834629188,high,3.28,o,unknown,w,f,f,f,f,5.09,26.7,unknown,g,w,unknown,unknown,t,f,unknown,d,u
52008,edible,edible,True,9.6347678832031e-06,high,7.59,x,unknown,g,t,p,unknown,g,9.59,24.45,unknown,y,w,unknown,unknown,f,f,unknown,d,a
36444,poisonous,poisonous,True,0.9999974818273115,high,4.24,x,s,y,f,unknown,c,r,7.5,6.63,unknown,unknown,y,u,w,t,z,r,d,s
36313,edible,edible,True,0.0002679083946876395,high,5.06,x,h,n,f,x,c,w,5.56,6.23,unknown,s,n,unknown,unknown,t,r,unknown,d,u
25568,poisonous,poisonous,True,0.9993128694032334,high,5.61,f,h,e,f,x,d,w,5.81,17.19,b,unknown,w,unknown,unknown,f,f,unknown,d,u
6982,edible,edible,True,0.002191148044870077,high,3.83,x,unknown,r,f,a,unknown,r,5.88,6.82,unknown,unknown,r,unknown,unknown,f,f,unknown,d,a
2335,poisonous,poisonous,True,0.9999809033542434,high,9.42,b,t,w,f,e,c,w,13.16,13.67,unknown,y,w,u,w,t,l,unknown,d,u
48141,poisonous,poisonous,True,0.9999959021435904,high,8.01,x,i,n,f,a,c,n,7.65,8.13,unknown,i,n,unknown,k,t,z,k,d,a
14237,edible,edible,True,3.407506193845067e-05,high,5.76,x,h,n,f,a,d,n,4.04,4.03,unknown,t,w,unknown,unknown,t,l,unknown,d,w
19240,poisonous,poisonous,True,0.9992068620632507,high,4.46,x,h,o,f,a,c,y,6.56,8.46,unknown,g,o,unknown,unknown,f,f,unknown,g,a
43448,edible,edible,True,0.001701815701840016,high,10.05,x,y,n,t,e,unknown,p,8.98,18.08,unknown,y,w,unknown,unknown,t,l,unknown,d,a
8048,poisonous,poisonous,True,0.999041723108171,high,4.07,f,d,b,f,x,c,w,4.82,3.0,b,i,n,unknown,unknown,f,f,unknown,d,u
54575,edible,edible,True,2.8710022716780085e-05,high,5.03,f,w,y,f,f,f,f,5.53,14.28,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
19736,poisonous,poisonous,True,0.9940103159727212,high,2.76,x,s,o,f,d,unknown,o,2.62,5.32,unknown,unknown,o,unknown,unknown,f,f,unknown,m,a
49432,edible,edible,True,0.0006823415296233615,high,8.65,x,d,n,t,p,unknown,y,7.7,16.15,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
39167,poisonous,poisonous,True,0.9998935678912158,high,3.5,x,i,e,f,unknown,unknown,e,4.15,5.44,unknown,unknown,e,unknown,unknown,f,f,n,d,a
14119,poisonous,poisonous,True,0.9999999170338363,high,6.84,x,t,e,f,x,unknown,w,11.46,6.36,r,g,n,unknown,unknown,f,f,unknown,d,u
47371,poisonous,poisonous,True,0.9997849588399318,high,3.23,b,unknown,g,f,a,unknown,n,9.43,2.61,unknown,unknown,n,unknown,w,f,f,k,g,u
20897,poisonous,poisonous,True,0.9999339997338967,high,3.36,b,t,y,f,a,unknown,y,5.13,6.33,unknown,t,r,unknown,unknown,f,f,unknown,d,u
5250,edible,edible,True,0.0010396239687880213,high,13.84,f,unknown,n,f,s,c,u,8.15,22.74,unknown,unknown,u,unknown,unknown,f,f,unknown,d,a
36631,poisonous,poisonous,True,0.9999986869751197,high,4.08,b,s,y,f,unknown,c,y,7.58,7.06,unknown,unknown,y,u,w,t,z,r,d,u
5855,edible,edible,True,0.0002675923361685319,high,18.96,x,e,n,f,d,c,w,8.9,27.05,s,unknown,w,unknown,unknown,f,f,unknown,l,w
34596,poisonous,poisonous,True,0.9992832263873532,high,2.57,b,g,y,f,unknown,c,n,6.32,3.52,unknown,unknown,n,unknown,unknown,f,f,unknown,m,s
8597,edible,edible,True,1.1466976883033198e-05,high,5.73,x,s,b,f,x,c,w,7.27,8.94,unknown,s,n,unknown,unknown,f,f,unknown,l,w
29373,poisonous,poisonous,True,0.9997005244733447,high,2.92,s,w,n,t,d,c,n,3.06,5.53,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
34886,poisonous,poisonous,True,0.9966536833407671,high,1.83,b,g,w,f,unknown,c,n,7.12,3.42,unknown,unknown,n,unknown,unknown,f,f,unknown,m,s
56366,poisonous,poisonous,True,0.9999861316757144,high,10.39,o,e,r,f,unknown,c,y,1.86,18.46,unknown,unknown,y,unknown,unknown,f,f,unknown,d,w
25929,poisonous,poisonous,True,0.9995333037990822,high,4.78,x,unknown,e,f,unknown,c,w,3.45,12.87,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
40849,poisonous,poisonous,True,0.9998396904647323,high,3.28,x,t,n,f,s,c,p,5.16,8.78,unknown,unknown,w,unknown,n,t,z,unknown,d,a
44957,poisonous,poisonous,True,0.994208675338578,high,4.08,b,y,n,f,unknown,c,g,5.85,4.43,s,s,w,unknown,unknown,f,f,unknown,d,u
13148,poisonous,poisonous,True,0.999599463637419,high,0.76,x,unknown,o,f,d,unknown,o,4.9,1.13,unknown,unknown,o,unknown,unknown,f,f,w,g,a
29208,poisonous,poisonous,True,0.9998397638095101,high,6.54,s,unknown,e,t,d,c,b,7.17,5.92,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
42397,edible,edible,True,0.0003077668992911615,high,7.45,f,y,n,f,e,c,n,5.35,13.79,unknown,unknown,w,unknown,unknown,t,l,unknown,w,a
23861,poisonous,poisonous,True,0.9909129267377533,high,3.41,x,unknown,p,f,x,unknown,w,4.74,6.34,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
23571,poisonous,poisonous,True,0.9842398362744496,high,4.62,s,unknown,u,f,a,unknown,w,4.92,7.54,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
9879,poisonous,poisonous,True,0.9944838523413366,high,0.94,x,g,w,f,a,d,w,2.69,1.28,unknown,unknown,n,unknown,unknown,f,f,unknown,l,u
57546,poisonous,poisonous,True,0.9999999960292563,high,3.61,o,s,o,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,s
14137,edible,edible,True,0.0004983563295961327,high,5.39,x,t,n,f,a,d,n,6.43,5.31,unknown,t,w,unknown,unknown,t,l,unknown,d,u
54381,edible,edible,True,2.9906845491030515e-05,high,3.92,f,w,y,f,f,f,f,5.24,13.03,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
30981,poisonous,poisonous,True,0.9966502848288709,high,6.45,s,unknown,y,t,d,unknown,o,4.28,11.63,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
8876,poisonous,poisonous,True,0.9991092615094073,high,8.26,x,unknown,n,f,x,c,w,10.49,11.57,r,i,w,unknown,unknown,f,f,unknown,h,u
26411,edible,edible,True,0.009296165886680698,high,8.63,x,s,r,f,x,unknown,n,4.63,18.76,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
1803,edible,edible,True,0.0002727144971397723,high,6.57,x,unknown,w,f,e,unknown,w,5.74,11.9,b,unknown,y,u,w,t,g,unknown,d,a
50214,poisonous,poisonous,True,0.9917793782778619,high,10.19,x,e,n,t,p,unknown,e,7.2,21.33,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
24918,edible,edible,True,0.00025441842533453904,high,9.11,x,s,k,f,a,c,w,5.57,18.57,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
44047,edible,edible,True,3.5061881897467497e-05,high,8.05,p,s,w,f,e,c,p,14.92,11.4,unknown,s,w,unknown,unknown,t,e,unknown,d,a
22463,edible,edible,True,0.003996348633894618,high,7.47,x,h,y,t,x,c,y,7.74,13.47,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
50223,poisonous,poisonous,True,0.9999618841311252,high,11.31,x,e,y,t,p,unknown,e,8.51,29.45,unknown,unknown,u,unknown,unknown,f,f,unknown,d,a
51162,poisonous,poisonous,True,0.999938207499456,high,10.63,p,unknown,n,f,p,unknown,w,10.34,31.55,c,unknown,n,unknown,unknown,f,f,p,d,u
17436,edible,edible,True,0.007454145326951186,high,7.36,x,s,w,f,s,c,w,7.49,30.93,unknown,unknown,w,unknown,unknown,f,f,unknown,m,u
12608,edible,edible,True,0.0006712130203527383,high,1.43,x,t,n,f,d,unknown,w,5.01,1.37,unknown,t,y,unknown,unknown,f,f,unknown,h,u
58696,poisonous,poisonous,True,0.9999495143893595,high,27.55,x,s,k,f,p,unknown,y,4.12,44.19,unknown,unknown,n,unknown,unknown,f,f,unknown,d,w
18742,edible,edible,True,0.01022627738192377,high,3.96,x,s,w,f,d,d,w,4.52,5.84,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
17287,poisonous,poisonous,True,0.9999715150823907,high,5.61,x,unknown,y,f,s,d,y,5.66,14.97,unknown,i,y,unknown,unknown,f,f,unknown,d,a
46690,edible,edible,True,0.00041957448574289743,high,4.42,f,h,n,f,unknown,c,n,6.66,7.18,unknown,s,w,unknown,w,f,f,k,d,a
15923,edible,edible,True,8.772580187127694e-06,high,5.29,f,h,k,f,s,d,w,5.33,10.39,unknown,s,g,unknown,unknown,f,f,unknown,d,u
30465,edible,edible,True,0.0017711609068606117,high,9.44,s,t,p,t,d,c,o,6.63,18.16,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
49503,edible,edible,True,0.0004516366978324539,high,5.41,x,d,y,t,p,unknown,y,6.75,13.93,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
56272,poisonous,poisonous,True,0.9999814636667095,high,6.5,o,k,n,f,unknown,c,o,1.44,15.71,unknown,unknown,y,unknown,unknown,f,f,unknown,d,w
2343,poisonous,poisonous,True,0.9999815904461099,high,8.41,b,t,w,f,e,c,w,13.58,14.86,unknown,y,w,u,w,t,l,unknown,d,u
2772,edible,edible,True,0.0016532438916486449,high,5.14,c,t,n,f,e,unknown,w,11.56,11.33,unknown,s,w,u,w,f,f,unknown,d,u
12642,edible,edible,True,0.0008001428768525606,high,1.32,x,s,y,f,a,unknown,w,5.67,1.94,unknown,t,y,unknown,unknown,f,f,unknown,d,a
38896,poisonous,poisonous,True,0.9999166938426428,high,3.22,x,i,e,f,unknown,unknown,e,4.17,5.05,unknown,unknown,e,unknown,unknown,f,f,n,d,a
53734,poisonous,poisonous,True,0.9999980511285351,high,16.53,s,k,n,f,d,c,y,5.83,34.4,unknown,k,k,unknown,unknown,f,f,unknown,d,u
9736,poisonous,poisonous,True,0.9998582598220198,high,0.99,x,g,w,f,a,d,w,3.16,1.53,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
55356,edible,edible,True,6.947010928459407e-05,high,5.03,s,l,n,f,f,f,f,6.87,50.31,unknown,unknown,n,unknown,unknown,f,f,g,d,u
27268,poisonous,poisonous,True,0.9911201182092482,high,14.54,f,k,w,t,d,d,w,5.54,24.8,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
37641,poisonous,poisonous,True,0.9999925043153362,high,2.04,p,t,n,f,a,c,n,6.79,2.74,unknown,t,y,unknown,unknown,t,e,unknown,m,u
57183,edible,edible,True,2.666900844654535e-05,high,10.11,f,e,b,f,unknown,c,b,4.53,18.96,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
19633,poisonous,poisonous,True,0.9998096568238254,high,2.87,x,y,o,f,d,unknown,o,2.76,5.18,unknown,unknown,o,unknown,unknown,f,f,unknown,h,a
9395,edible,edible,True,0.00018080609232563896,high,3.36,b,g,w,f,x,d,w,4.64,2.74,unknown,unknown,y,unknown,unknown,f,f,unknown,g,a
1233,edible,edible,True,0.0005533162280097698,high,8.43,f,unknown,n,t,unknown,unknown,w,11.72,16.93,b,unknown,w,u,w,t,g,unknown,d,u
16714,edible,edible,True,0.001705568668606232,high,7.49,f,h,o,f,s,unknown,y,8.59,12.74,unknown,i,o,unknown,unknown,f,f,unknown,d,a
32191,poisonous,poisonous,True,0.9999467716184377,high,3.96,b,t,n,f,x,c,p,5.6,4.87,unknown,i,g,unknown,unknown,f,f,unknown,g,a
47414,poisonous,poisonous,True,0.9997858045341347,high,3.2,b,unknown,g,f,a,unknown,n,9.45,2.48,unknown,unknown,n,unknown,w,f,f,k,g,a
33524,poisonous,poisonous,True,0.990387859306754,high,9.82,x,s,w,f,s,unknown,p,5.9,15.87,unknown,i,n,unknown,unknown,f,f,unknown,d,a
26319,edible,edible,True,0.00019512761234312558,high,10.15,x,s,u,f,x,unknown,n,7.89,24.37,unknown,unknown,p,unknown,unknown,f,f,unknown,d,a
6632,edible,edible,True,0.0015386865216697222,high,6.58,s,unknown,n,f,d,c,w,4.2,7.27,unknown,s,w,unknown,unknown,f,f,unknown,l,a
35748,poisonous,poisonous,True,0.9999463023717671,high,3.29,x,t,o,f,a,c,n,3.38,5.13,unknown,y,n,unknown,unknown,t,z,unknown,d,a
8139,poisonous,poisonous,True,0.9985290240147473,high,3.7,x,unknown,w,f,x,c,p,8.34,3.78,unknown,unknown,p,unknown,unknown,f,f,unknown,l,a
59950,poisonous,poisonous,True,0.9999860123978903,high,3.3,o,unknown,g,f,f,f,f,3.5,16.53,unknown,g,g,unknown,unknown,f,f,unknown,d,u
15896,edible,edible,True,6.665808962228819e-05,high,5.38,b,h,k,f,s,d,w,3.92,8.8,unknown,s,g,unknown,unknown,f,f,unknown,d,a
45164,poisonous,poisonous,True,0.9980320882163682,high,2.83,b,y,n,f,unknown,c,u,5.45,4.31,s,s,w,unknown,unknown,f,f,unknown,d,u
20452,edible,edible,True,0.0009036900561863998,high,5.63,s,s,o,f,d,d,o,5.37,11.95,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
37638,poisonous,poisonous,True,0.9999891538300812,high,2.31,p,t,n,f,a,c,n,7.47,2.42,unknown,t,y,unknown,unknown,t,e,unknown,m,s
4346,edible,edible,True,4.0165758344738316e-05,high,2.53,f,y,n,f,d,d,p,6.7,3.69,unknown,i,n,unknown,unknown,f,f,unknown,h,a
47966,poisonous,poisonous,True,0.999990719802645,high,4.6,b,t,n,f,unknown,unknown,k,10.36,6.49,unknown,unknown,w,unknown,unknown,t,unknown,k,g,u
43695,edible,edible,True,0.00024270076070028292,high,10.76,p,i,n,t,e,unknown,p,9.5,19.07,unknown,y,w,unknown,unknown,t,p,unknown,l,a
